StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Backlogs,CommunicationScore,TechnicalScore,MockInterviews,GitHub_Repos,CompetitiveCoding,PlacementStatus,PackageLPA
STU0241,6.33,3,2,3,59.3,3.2,1,0,40.0,82.3,0,2.5,94.2,3,1,2,1,12.74
STU0242,7.07,3,2,2,66.8,3.8,0,0,68.5,54.2,1,3.4,59.4,2,5,0,1,14.6
STU0243,7.76,2,1,3,67.1,4.0,1,0,82.8,78.8,0,3.3,47.2,1,1,0,1,11.6
STU0244,8.15,3,5,1,80.4,4.8,0,1,64.7,55.9,0,2.7,52.7,3,2,2,1,14.09
STU0245,5.88,1,0,1,52.0,3.1,0,0,97.7,80.7,0,2.6,55.9,1,6,2,0,0.0
STU0246,6.83,0,1,1,67.2,4.8,1,0,68.9,70.2,0,4.3,44.9,1,8,2,1,10.43
STU0247,6.68,1,1,1,96.7,2.9,0,1,73.8,87.3,2,1.8,88.2,3,3,0,1,13.53
STU0248,6.48,1,2,1,85.5,4.7,0,0,55.6,84.8,2,3.9,88.9,0,8,0,1,14.11
STU0249,9.14,0,1,4,88.2,4.2,1,1,75.4,88.7,1,4.2,61.5,5,4,0,1,15.01
STU0250,7.65,1,3,1,68.4,2.7,1,0,48.2,89.0,0,3.2,57.9,3,3,0,0,0.0
STU0251,5.81,3,1,0,72.8,3.8,0,1,80.3,71.9,0,3.4,32.3,5,5,0,1,12.01
STU0252,8.21,0,3,2,83.0,3.5,1,1,80.7,54.9,0,4.5,77.5,1,2,0,1,13.48
STU0253,9.53,2,1,0,91.4,4.1,1,1,88.3,56.3,0,2.7,94.8,5,2,0,1,16.3
STU0254,8.34,3,0,0,38.7,3.3,1,1,59.8,42.9,0,2.8,53.5,0,4,1,0,0.0
STU0255,5.53,3,4,1,48.3,3.2,1,1,73.9,55.9,1,2.9,62.9,0,3,0,0,0.0
STU0256,6.67,3,1,1,87.6,4.7,1,1,78.8,70.9,0,4.5,72.8,0,1,0,1,15.42
STU0257,8.59,1,4,1,63.8,3.4,0,1,77.3,62.7,0,4.6,96.0,2,1,2,1,15.01
STU0258,6.42,3,2,3,57.9,4.2,1,1,61.6,67.7,3,2.1,68.6,0,5,2,1,12.64
STU0259,7.69,2,0,2,49.2,3.3,0,0,43.3,76.4,0,4.4,68.5,2,4,2,1,12.25
STU0260,8.05,0,5,1,59.7,5.0,0,1,76.2,66.0,3,4.2,68.2,1,3,1,0,0.0
STU0261,6.18,1,1,1,47.0,2.9,1,0,70.2,55.4,3,4.9,39.3,1,6,3,0,0.0
STU0262,7.13,2,4,1,99.4,2.9,0,1,65.2,69.3,0,3.8,39.0,3,3,3,1,13.71
STU0263,4.0,0,1,3,67.7,4.9,1,1,81.2,58.3,0,3.4,50.5,1,5,1,0,0.0
STU0264,6.07,1,4,0,67.1,3.1,1,1,71.5,66.5,1,4.5,83.2,3,7,1,1,12.43
STU0265,6.92,1,0,0,76.8,4.9,1,0,56.2,87.5,0,4.1,59.0,2,6,0,1,12.42
STU0266,5.83,0,2,3,82.4,4.3,0,1,48.8,66.5,0,5.0,55.5,4,4,2,1,11.57
STU0267,9.0,1,3,1,82.2,3.4,0,0,58.5,93.0,1,4.3,55.2,2,4,1,1,13.16
STU0268,5.63,2,4,0,84.1,1.9,1,1,100.0,88.6,0,3.5,62.5,5,3,3,1,12.22
STU0269,6.72,1,4,1,58.5,3.5,1,0,80.7,62.5,0,2.3,95.6,2,4,1,1,12.61
STU0270,7.34,0,4,4,63.5,3.6,0,1,74.3,55.6,1,2.8,62.3,5,2,3,1,12.37
STU0271,8.79,0,4,3,79.5,4.6,0,0,69.8,69.3,1,2.0,50.8,0,3,2,0,0.0
STU0272,5.62,1,1,2,60.1,4.9,1,0,69.0,85.0,0,3.2,65.5,3,2,3,1,11.06
STU0273,8.48,3,1,1,67.9,2.9,0,1,86.0,63.6,0,4.3,96.6,4,0,0,1,14.37
STU0274,7.21,0,1,2,74.0,4.2,1,1,66.1,81.8,0,3.4,55.9,0,4,0,1,11.99
STU0275,6.12,1,2,4,79.8,4.2,1,0,78.9,85.7,0,4.4,43.7,2,6,2,1,13.28
STU0276,7.71,0,2,4,41.3,4.5,1,1,67.8,59.9,1,3.7,56.0,4,0,2,0,0.0
STU0277,7.42,1,2,1,78.7,3.9,0,0,95.3,61.2,1,3.0,67.3,2,2,0,1,13.83
STU0278,6.54,2,1,3,64.5,1.8,0,1,80.9,79.3,1,3.5,77.4,0,3,2,0,0.0
STU0279,7.28,2,3,0,78.6,3.4,0,1,86.9,72.0,0,3.8,83.1,3,4,1,1,13.72
STU0280,6.78,0,1,1,79.7,2.5,1,0,65.0,61.1,0,3.5,46.2,0,2,0,0,0.0
STU0281,7.32,1,2,2,92.1,3.3,1,1,84.7,65.4,0,3.5,47.9,4,1,1,1,13.47
STU0282,7.93,0,2,1,88.3,4.4,1,0,68.2,69.1,0,2.7,59.2,0,4,3,1,13.35
STU0283,8.94,1,3,4,88.2,3.8,1,1,73.3,49.7,0,3.0,77.3,0,5,1,1,15.27
STU0284,5.84,1,3,0,89.7,4.5,0,1,91.6,80.0,0,5.0,42.3,1,0,2,1,13.52
STU0285,9.55,0,3,2,72.4,3.8,1,1,59.5,63.8,0,4.6,54.1,3,3,0,1,13.38
STU0286,5.05,0,1,4,68.5,2.3,1,0,74.4,40.0,1,2.0,54.3,5,4,2,0,0.0
STU0287,7.03,1,2,4,81.1,1.2,1,0,77.3,69.7,1,1.2,82.0,0,1,3,0,0.0
STU0288,7.85,3,0,0,79.0,3.6,0,0,78.2,60.4,0,3.5,74.5,0,2,1,1,14.8
STU0289,7.51,3,2,1,63.4,3.3,1,1,66.6,92.0,0,4.2,81.3,2,4,0,1,14.99
STU0290,6.52,0,2,2,74.1,2.6,1,1,97.0,62.4,2,2.9,89.1,4,8,1,0,0.0
STU0291,6.97,2,0,0,67.5,2.0,1,1,56.5,55.7,3,4.4,59.5,2,2,3,0,0.0
STU0292,6.66,1,1,4,55.2,2.8,0,1,89.5,76.6,0,3.5,43.6,1,3,0,0,0.0
STU0293,6.55,1,5,4,87.4,3.3,1,0,86.6,61.4,1,3.2,43.7,2,3,1,1,12.67
STU0294,8.13,2,5,0,68.8,4.1,0,0,94.8,59.9,2,4.1,31.9,1,6,0,0,0.0
STU0295,7.59,3,2,0,98.7,3.7,1,0,52.9,76.6,0,2.9,56.7,2,1,1,1,14.52
STU0296,6.44,3,0,0,43.6,4.9,1,0,61.6,56.5,0,3.1,58.1,1,4,1,0,0.0
STU0297,8.19,1,1,4,59.6,2.6,1,0,89.9,51.1,0,4.0,79.2,4,6,3,1,12.74
STU0298,7.54,1,2,0,68.5,4.3,1,1,49.5,92.4,0,3.4,65.3,5,9,1,1,11.7
STU0299,8.09,2,4,1,85.1,3.5,1,0,52.7,77.5,0,5.0,56.2,3,4,1,1,14.29
STU0300,7.89,0,1,1,74.0,4.1,0,0,66.1,66.6,3,4.1,62.9,2,3,2,0,0.0
STU0301,6.29,1,3,2,72.7,3.1,0,1,74.3,70.0,1,4.0,46.3,2,3,0,0,0.0
STU0302,6.58,1,1,0,51.1,4.5,1,0,91.1,76.6,0,3.4,83.5,0,3,1,1,13.29
STU0303,8.02,1,5,1,50.6,3.8,1,1,69.8,82.7,0,4.2,50.9,3,4,2,1,12.2
STU0304,7.87,0,2,4,72.8,2.9,0,0,64.7,60.2,1,3.1,44.5,2,5,0,0,0.0
STU0305,7.18,0,3,4,47.5,3.5,0,1,75.7,74.8,0,3.7,79.7,4,5,0,1,11.26
STU0306,7.33,3,2,3,60.0,3.3,1,1,77.6,63.4,0,2.5,75.3,1,3,1,1,13.88
STU0307,8.61,0,3,0,75.5,3.9,1,0,77.3,67.5,2,4.4,34.0,3,5,0,0,0.0
STU0308,6.55,1,1,1,53.3,2.4,1,1,69.9,72.1,0,3.7,80.4,3,7,0,1,12.3
STU0309,7.8,0,1,2,92.1,3.5,0,1,48.5,69.9,0,5.0,51.7,1,7,3,1,13.77
STU0310,6.98,0,4,1,86.4,3.9,1,1,61.0,79.6,0,5.0,58.3,3,5,1,1,13.43
STU0311,6.96,0,4,4,44.4,3.5,1,0,89.0,76.3,0,4.1,68.4,5,4,2,1,12.61
STU0312,8.41,0,4,2,54.0,4.7,1,1,74.2,50.4,0,3.5,75.6,4,4,0,1,11.8
STU0313,8.11,2,3,0,33.7,4.2,1,1,68.1,52.3,0,2.5,73.0,3,2,3,1,11.95
STU0314,8.09,0,4,4,56.3,3.5,0,1,85.4,65.2,1,4.3,64.1,0,1,2,1,12.32
STU0315,8.64,3,0,4,79.5,3.7,1,0,58.4,93.8,0,3.6,57.4,4,3,2,1,13.96
STU0316,7.22,1,2,0,61.8,3.8,0,0,69.3,58.9,0,3.9,72.4,3,2,0,0,0.0
STU0317,7.95,1,2,2,74.9,3.9,0,0,73.7,67.3,0,5.0,62.9,1,4,1,1,13.53
STU0318,6.86,1,3,1,45.2,1.9,1,0,66.7,63.0,0,2.6,97.5,1,4,1,0,0.0
STU0319,7.56,1,2,1,80.0,3.2,1,0,73.2,62.8,2,2.5,75.6,0,4,2,0,0.0
STU0320,7.06,2,1,0,59.7,2.2,1,0,69.7,72.3,0,3.2,48.4,0,0,2,0,0.0
STU0321,7.31,0,2,2,68.2,4.7,1,0,55.2,88.2,1,4.2,56.4,3,1,0,0,0.0
STU0322,7.85,1,4,4,66.6,3.4,0,0,74.2,75.9,0,3.9,65.9,1,1,3,1,13.05
STU0323,6.3,2,2,2,48.9,3.3,1,1,56.1,59.6,0,2.5,88.4,0,2,3,1,12.4
STU0324,9.5,3,1,0,50.7,4.3,0,0,74.0,100.0,1,4.1,90.4,2,9,1,1,14.29
STU0325,6.09,2,1,2,82.5,3.9,1,0,88.5,71.0,0,2.3,57.9,2,3,0,1,11.94
STU0326,5.86,1,1,1,74.0,2.5,0,0,68.6,62.5,1,2.6,48.2,1,2,2,0,0.0
STU0327,8.47,2,1,3,83.8,3.4,1,1,57.9,88.4,0,3.3,45.9,0,1,1,1,13.14
STU0328,8.07,1,3,1,72.9,3.2,0,1,70.5,63.9,0,2.9,69.5,1,4,2,1,11.92
STU0329,7.89,1,3,0,70.1,1.9,1,1,62.0,91.6,1,4.2,100.0,3,4,2,1,14.01
STU0330,7.89,0,3,0,42.1,2.9,1,0,79.1,58.7,1,3.7,74.7,0,2,0,0,0.0
STU0331,7.19,1,2,3,63.9,3.3,1,1,70.2,88.6,1,5.0,36.3,2,7,1,1,9.22
STU0332,6.21,0,4,1,67.6,3.4,1,1,92.5,72.6,1,3.2,51.9,0,5,1,0,0.0
STU0333,7.28,1,1,3,97.3,2.2,1,0,86.0,86.8,3,3.3,53.8,1,2,3,0,0.0
STU0334,6.46,2,2,1,78.3,4.5,1,1,70.2,94.7,0,4.5,50.2,2,3,0,1,11.06
STU0335,8.27,0,4,1,91.0,3.4,1,1,80.6,55.3,0,3.3,58.0,0,3,0,1,13.17
STU0336,7.04,0,1,1,77.0,3.5,1,1,67.3,86.6,0,4.8,71.6,1,3,2,1,11.54
STU0337,6.29,0,1,4,57.3,3.9,0,1,72.4,51.7,0,3.9,77.3,1,5,0,1,10.58
STU0338,6.85,3,4,4,69.8,2.8,0,1,67.7,56.4,0,1.2,84.7,1,1,1,1,13.62
STU0339,7.65,1,2,1,71.5,3.9,0,0,81.2,59.6,2,4.5,74.4,3,3,0,0,0.0
STU0340,6.58,1,3,1,53.9,3.2,0,1,89.2,76.5,0,4.3,29.8,0,3,1,0,0.0
STU0341,6.3,2,0,0,62.2,2.7,1,0,81.6,70.4,1,4.3,46.0,4,3,1,0,0.0
STU0342,7.47,2,3,2,64.9,4.0,0,1,83.1,67.8,0,1.6,62.2,4,6,1,1,14.73
STU0343,7.47,1,2,1,92.1,4.8,0,0,83.1,71.9,0,2.8,67.7,3,2,3,1,14.3
STU0344,6.64,1,0,4,36.8,4.2,0,1,78.6,77.7,2,2.8,80.5,1,1,0,0,0.0
STU0345,6.68,2,3,4,86.1,4.3,1,0,58.3,78.7,0,2.6,65.8,4,4,0,1,14.06
STU0346,7.46,1,1,1,53.9,3.0,1,1,92.4,84.2,0,5.0,65.9,1,2,1,1,11.55
STU0347,5.61,0,2,1,47.4,2.1,0,0,93.7,93.7,0,3.4,69.3,0,1,1,0,0.0
STU0348,5.65,2,0,3,85.7,4.8,1,0,69.2,69.7,1,3.4,60.4,0,3,1,1,13.51
STU0349,6.41,1,1,3,79.0,5.0,0,1,67.6,63.2,0,3.9,66.6,5,2,0,1,13.17
STU0350,6.97,0,1,0,86.8,4.9,1,0,79.3,78.0,0,3.9,85.3,1,3,3,1,13.37
STU0351,7.54,1,0,1,80.0,3.2,1,1,78.6,55.1,1,1.0,63.5,4,2,1,0,0.0
STU0352,8.82,0,4,1,98.9,2.5,0,0,69.6,61.2,0,2.8,64.5,1,1,0,0,0.0
STU0353,8.14,0,0,1,76.4,2.5,1,1,57.0,83.0,1,2.1,64.4,4,4,1,1,13.54
STU0354,7.02,2,2,0,65.7,2.0,1,0,75.7,68.4,0,3.8,88.4,4,0,0,1,13.24
STU0355,7.18,0,1,0,73.1,3.4,1,0,78.6,54.3,0,3.1,45.1,5,8,0,1,11.53
STU0356,6.1,1,2,2,86.7,4.9,1,1,80.7,50.6,1,3.4,97.0,2,3,0,1,12.69
STU0357,7.18,1,4,1,56.3,3.4,0,1,76.2,70.6,2,1.4,43.8,4,4,0,0,0.0
STU0358,6.88,0,1,0,58.2,3.8,0,0,68.7,84.8,1,3.1,53.2,5,5,0,0,0.0
STU0359,7.55,3,5,1,63.4,4.7,0,1,83.9,84.7,1,4.5,78.4,1,2,1,1,13.98
STU0360,6.29,0,1,3,36.4,3.1,0,0,72.8,71.4,0,4.7,83.5,2,5,1,0,0.0
STU0361,7.77,1,3,3,70.1,5.0,0,0,66.4,96.1,0,4.1,39.7,3,6,1,1,12.66
STU0362,8.89,1,2,1,39.7,5.0,1,1,69.8,68.6,0,2.1,45.3,1,2,0,0,0.0
STU0363,7.08,0,4,1,68.8,3.4,0,0,51.0,68.2,2,4.6,70.0,3,10,3,1,12.83
STU0364,7.64,0,2,4,81.0,3.0,1,1,69.8,40.0,2,4.1,100.0,0,0,2,1,14.14
STU0365,7.96,2,2,1,60.8,4.1,1,1,80.3,64.2,3,3.3,87.4,2,2,3,1,14.5
STU0366,6.76,3,1,1,93.2,3.2,1,1,76.1,81.1,0,1.5,60.5,0,5,0,1,13.0
STU0367,7.45,0,1,1,46.1,2.5,1,1,90.2,90.3,0,4.3,21.5,1,2,1,0,0.0
STU0368,7.21,1,4,0,85.9,4.7,1,0,68.8,59.2,1,2.8,66.5,1,4,0,1,14.45
STU0369,7.31,2,2,1,78.1,4.6,1,0,77.8,76.0,1,3.7,71.5,4,6,2,1,15.01
STU0370,6.35,2,2,4,42.3,3.6,1,0,81.5,83.6,1,3.5,58.1,1,8,0,1,12.38
STU0371,7.23,1,3,2,100.0,2.4,1,0,100.0,70.1,1,4.9,49.7,4,3,0,1,15.1
STU0372,7.75,1,2,1,67.0,2.4,1,1,73.7,40.3,0,3.3,67.9,3,9,1,1,13.33
STU0373,8.8,1,5,4,54.8,3.6,0,1,59.5,73.2,0,3.4,48.0,2,3,1,1,12.82
STU0374,8.26,2,3,0,46.9,3.1,1,1,82.2,79.9,0,4.9,98.7,1,2,1,1,13.06
STU0375,9.57,2,2,1,64.7,3.2,1,1,94.4,57.7,0,2.8,92.3,1,4,0,1,14.63
STU0376,6.36,0,4,2,66.1,4.4,0,0,68.1,66.7,0,4.2,76.8,2,4,1,1,10.17
STU0377,8.16,1,0,2,69.5,4.2,0,1,82.1,55.0,0,3.2,66.6,0,3,3,0,0.0
STU0378,7.4,3,1,0,63.5,4.7,1,1,86.7,40.0,0,2.4,53.1,2,4,2,1,11.43
STU0379,9.61,2,2,1,77.5,2.6,1,1,84.2,83.4,1,3.4,64.6,5,3,1,1,15.67
STU0380,6.31,3,1,2,62.2,3.2,0,0,73.5,70.0,2,4.1,94.5,1,4,1,1,13.92
STU0381,6.28,2,3,2,39.0,4.2,1,1,63.6,90.8,2,4.7,80.6,2,8,0,1,10.13
STU0382,6.54,1,4,2,65.8,3.9,1,1,71.0,81.1,0,4.8,68.7,5,3,0,1,11.97
STU0383,4.86,1,2,1,32.5,4.9,1,1,77.5,65.4,0,3.1,81.6,4,2,0,1,11.74
STU0384,6.62,1,2,0,73.3,3.9,1,1,82.9,68.9,0,2.5,74.8,4,5,1,1,12.55
STU0385,6.36,0,5,1,53.3,5.0,1,1,76.0,77.4,3,3.1,72.1,4,3,2,1,10.31
STU0386,7.37,1,2,0,70.5,4.0,1,1,67.4,82.6,0,2.3,82.7,1,5,1,1,11.79
STU0387,7.58,2,2,4,87.7,4.5,0,1,78.7,74.2,0,3.2,74.3,4,1,0,1,12.88
STU0388,9.26,0,2,1,53.8,3.2,1,0,82.3,84.4,2,3.1,80.5,5,3,1,0,0.0
STU0389,8.25,2,4,1,83.9,3.5,1,1,76.6,66.1,0,4.1,67.9,2,1,0,1,14.0
STU0390,6.57,1,2,3,61.5,4.3,1,1,62.0,57.0,2,1.3,60.4,2,1,2,0,0.0
STU0391,6.21,3,3,1,94.3,5.0,1,1,69.8,69.2,0,2.7,55.1,2,4,0,1,13.31
STU0392,7.74,0,4,1,62.5,4.2,0,1,83.4,72.7,0,2.7,53.0,1,3,1,1,11.62
STU0393,5.75,0,2,3,55.4,3.4,1,1,55.4,54.4,0,4.5,36.1,1,6,1,0,0.0
STU0394,9.21,1,2,3,78.3,4.7,0,1,46.9,52.6,2,2.3,48.6,3,4,0,0,0.0
STU0395,8.5,0,4,2,61.5,1.5,0,0,90.1,75.8,2,3.6,48.1,2,2,0,0,0.0
STU0396,6.68,2,2,0,55.4,2.2,0,0,78.1,64.7,0,3.3,55.9,2,5,1,0,0.0
STU0397,5.32,2,3,2,60.8,4.1,0,1,79.3,67.8,0,4.4,93.1,0,4,0,1,13.23
STU0398,8.69,0,4,3,67.3,3.5,1,1,59.1,65.3,0,4.0,62.2,3,5,1,1,13.07
STU0399,7.07,1,3,0,88.1,4.0,0,1,80.9,89.8,3,3.5,69.4,1,4,2,1,13.9
STU0400,8.56,1,3,1,39.0,3.6,0,1,75.3,86.4,1,2.9,69.9,0,2,0,0,0.0
STU0401,5.45,1,4,3,68.3,4.0,1,1,53.0,53.9,1,1.6,93.6,3,4,1,1,12.26
STU0402,6.54,3,4,0,77.4,2.8,0,0,89.1,63.1,0,3.6,54.6,2,3,3,1,13.18
STU0403,7.21,2,2,3,70.9,4.0,0,1,73.9,81.1,0,3.9,61.0,0,3,1,1,12.78
STU0404,7.25,1,0,1,87.6,4.4,0,0,67.2,77.8,0,1.9,63.1,2,7,3,1,12.89
STU0405,6.7,2,2,1,66.9,4.6,0,1,67.5,69.5,1,2.2,85.5,3,3,0,0,0.0
STU0406,7.89,1,3,0,65.2,5.0,0,1,47.8,55.2,2,3.6,89.2,3,4,2,1,13.59
STU0407,6.03,3,2,3,76.9,3.7,0,1,79.1,61.1,0,3.7,73.5,2,3,1,1,13.68
STU0408,7.04,1,3,1,69.5,3.7,1,1,75.1,63.3,0,2.5,87.2,1,1,2,1,13.45
STU0409,7.33,2,2,2,62.1,2.1,0,1,69.7,73.6,0,2.9,68.2,3,3,0,1,12.98
STU0410,7.77,2,3,2,75.7,3.0,0,1,87.3,92.1,0,1.7,61.9,4,4,0,1,14.29
STU0411,7.98,0,1,2,58.2,3.3,1,1,55.4,61.1,3,4.7,86.2,3,3,0,0,0.0
STU0412,5.96,2,3,4,58.8,4.4,1,0,64.8,56.7,0,2.2,73.8,4,3,3,1,11.81
STU0413,5.51,0,2,2,60.1,3.0,1,1,61.8,68.6,2,3.9,51.8,2,6,1,0,0.0
STU0414,8.61,1,1,1,88.3,4.2,1,1,68.7,83.4,1,3.4,83.0,3,0,3,1,13.45
STU0415,7.57,1,1,4,20.0,3.5,0,1,72.8,51.2,1,4.6,61.2,4,2,0,0,0.0
STU0416,6.38,3,3,2,73.9,3.3,1,1,77.2,88.9,3,2.6,59.0,3,5,0,1,12.49
STU0417,8.91,2,2,1,68.5,3.7,0,0,67.8,67.8,1,3.5,81.1,4,7,0,1,13.78
STU0418,7.33,2,1,0,42.8,3.1,0,0,61.5,60.5,2,1.8,63.4,2,3,1,0,0.0
STU0419,8.5,2,5,3,72.6,3.1,1,1,92.2,49.2,0,1.6,72.0,4,6,2,1,13.94
STU0420,7.27,1,3,1,75.1,2.0,1,0,100.0,79.2,1,4.0,76.9,3,2,0,0,0.0
STU0421,9.47,3,5,2,76.8,3.3,1,1,73.7,67.8,1,1.7,50.9,4,2,3,1,14.52
STU0422,9.13,1,2,1,28.2,3.1,1,0,62.9,72.2,0,3.2,71.9,0,6,0,0,0.0
STU0423,6.93,1,2,0,88.5,3.0,0,1,89.7,58.3,1,4.4,89.3,3,7,1,1,13.93
STU0424,8.27,0,4,2,56.9,3.9,1,0,54.6,65.9,1,4.1,47.8,4,2,2,0,0.0
STU0425,7.91,2,2,0,78.3,4.1,1,1,68.0,63.7,2,2.8,73.1,1,1,0,0,0.0
STU0426,8.71,2,3,1,79.1,3.7,1,1,63.6,68.7,0,1.9,50.1,3,1,0,1,14.18
STU0427,6.14,1,1,2,54.8,4.4,1,0,58.1,61.3,1,3.9,83.4,4,2,0,0,0.0
STU0428,7.95,0,2,1,77.9,4.0,1,0,68.6,50.1,0,4.7,83.2,1,5,0,0,0.0
STU0429,8.36,2,1,2,62.2,3.2,0,1,61.6,100.0,1,2.8,58.6,2,4,3,1,13.77
STU0430,5.27,0,1,3,36.9,3.1,1,1,72.2,52.3,0,2.6,100.0,2,3,3,0,0.0
STU0431,5.9,2,0,3,85.5,3.8,0,0,72.3,72.4,0,2.9,84.9,2,4,2,1,13.11
STU0432,4.96,3,0,0,56.4,4.0,0,1,64.5,47.0,0,3.9,77.7,0,6,2,1,11.27
STU0433,6.9,1,5,0,55.2,4.8,1,1,67.6,44.0,0,4.6,76.7,0,1,0,1,11.61
STU0434,7.99,0,1,2,62.0,4.6,0,1,69.2,71.3,0,2.2,82.7,0,4,0,1,14.16
STU0435,8.85,2,3,4,72.1,3.0,1,1,81.7,72.3,0,2.0,47.1,1,7,2,1,14.77
STU0436,7.28,2,4,3,67.1,3.4,0,1,70.2,86.4,1,5.0,68.5,1,2,1,1,12.69
STU0437,8.99,1,2,3,76.2,4.1,1,1,81.9,75.2,2,3.2,71.9,3,6,1,1,12.22
STU0438,5.68,3,1,1,47.9,4.5,0,1,79.0,68.1,0,3.6,57.8,2,4,2,1,11.39
STU0439,5.33,0,3,1,56.9,4.3,0,0,78.9,57.7,0,2.7,73.4,3,0,1,0,0.0
STU0440,7.14,1,3,1,66.3,3.4,0,1,88.7,89.5,0,3.9,87.2,0,2,0,1,12.66
STU0441,7.62,2,3,0,96.5,2.4,1,1,58.6,82.1,1,4.3,57.4,2,4,2,1,13.31
STU0442,7.16,2,3,0,66.3,2.6,0,1,66.3,53.8,0,3.7,64.0,1,4,1,1,11.58
STU0443,4.93,0,5,4,84.3,3.7,1,1,93.2,70.5,0,5.0,50.2,4,4,2,1,12.34
STU0444,7.1,2,2,1,68.6,3.8,0,1,68.9,71.9,0,3.1,32.8,3,2,1,0,0.0
STU0445,5.77,1,2,1,60.7,2.5,0,0,40.0,65.5,0,3.2,79.0,4,4,0,0,0.0
STU0446,7.94,1,3,0,64.3,3.5,0,1,69.6,80.0,0,3.6,64.5,0,2,0,0,0.0
STU0447,7.6,0,0,4,65.5,4.1,1,1,73.6,80.8,0,3.8,65.9,3,3,2,1,11.25
STU0448,6.17,2,4,2,77.1,2.5,1,0,40.6,67.5,1,3.6,47.2,2,3,1,0,0.0
STU0449,6.63,0,1,2,88.6,4.5,1,1,88.0,66.3,1,2.2,61.7,4,4,1,1,12.06
STU0450,6.03,1,2,4,73.4,3.2,0,1,63.4,89.5,0,3.7,84.7,2,1,1,1,12.43
STU0451,7.13,0,4,1,85.8,4.6,1,1,75.9,82.1,1,3.0,65.0,2,2,1,0,0.0
STU0452,8.25,2,2,2,53.5,3.0,1,1,69.3,70.9,0,2.8,65.5,0,2,0,1,12.41
STU0453,6.12,1,2,0,61.8,2.6,0,1,56.5,48.8,3,3.4,68.7,3,1,0,0,0.0
STU0454,7.75,2,2,0,57.1,3.1,1,1,59.2,74.5,0,2.5,42.7,1,2,0,0,0.0
STU0455,6.62,0,4,3,72.7,3.4,1,1,60.8,79.1,1,2.3,76.2,0,4,0,0,0.0
STU0456,6.33,1,2,3,62.6,3.2,0,1,85.0,40.0,1,1.0,42.4,0,5,1,0,0.0
STU0457,7.08,1,4,1,78.9,3.3,0,0,70.2,73.3,0,5.0,48.1,5,4,0,1,12.47
STU0458,6.06,2,0,1,54.0,3.8,0,1,65.7,64.6,2,3.9,46.1,1,3,0,0,0.0
STU0459,6.59,3,3,2,68.6,3.3,1,0,60.8,67.1,0,3.3,61.8,4,1,0,1,12.98
STU0460,5.88,0,4,0,78.3,3.4,0,1,86.4,58.2,1,2.8,58.7,5,8,0,1,11.49
STU0461,9.36,1,1,1,37.0,2.0,0,1,89.6,68.1,0,1.0,65.0,5,2,3,0,0.0
STU0462,7.24,0,2,1,99.8,3.9,0,1,86.2,88.1,0,2.7,48.7,4,4,0,1,12.25
STU0463,6.43,1,1,1,63.8,3.4,0,1,77.9,64.2,0,4.1,83.1,4,7,1,1,11.61
STU0464,7.44,0,3,3,37.6,4.9,0,0,75.5,82.6,0,4.3,80.0,1,4,0,0,0.0
STU0465,7.08,1,2,1,70.4,2.7,1,1,57.4,59.5,0,4.0,61.9,1,2,2,0,0.0
STU0466,6.96,1,3,0,68.5,1.9,0,1,69.1,79.9,0,3.6,56.4,3,3,3,1,12.71
STU0467,7.88,1,1,2,66.8,4.1,1,1,63.8,70.0,1,4.6,54.6,2,0,1,1,13.18
STU0468,8.03,1,1,3,82.9,3.8,0,1,50.1,74.6,0,3.1,59.4,0,4,2,1,13.11
STU0469,6.62,2,0,1,79.2,2.6,1,1,84.7,70.1,0,4.4,39.8,3,4,0,1,13.21
STU0470,6.57,1,2,0,72.5,2.1,1,1,63.7,78.3,1,3.0,47.7,2,5,0,0,0.0
STU0471,6.9,0,2,1,74.8,4.9,0,1,86.4,40.0,0,2.6,80.5,4,0,0,0,0.0
STU0472,4.67,2,4,2,66.4,4.8,1,1,82.6,51.5,0,2.4,70.4,3,5,0,1,8.9
STU0473,5.53,0,3,2,94.6,1.3,1,1,78.7,75.4,0,2.4,94.4,2,5,0,1,12.28
STU0474,8.7,1,2,3,45.8,3.1,1,1,79.4,43.4,0,4.0,59.6,2,1,0,0,0.0
STU0475,9.01,1,5,4,70.1,5.0,1,1,64.6,63.1,0,2.7,58.5,2,3,1,1,13.97
STU0476,6.93,1,3,3,69.0,3.1,1,0,94.3,69.3,3,2.4,57.7,5,4,2,0,0.0
STU0477,7.83,0,4,2,80.2,3.1,1,1,72.5,59.2,0,4.1,59.3,0,3,0,1,11.83
STU0478,7.54,1,2,1,55.3,3.2,1,0,75.6,61.0,0,3.7,53.1,2,1,0,0,0.0
STU0479,10.0,3,1,0,41.8,2.5,1,0,64.2,73.5,0,4.3,69.9,3,1,1,1,13.13
STU0480,8.43,1,0,4,70.4,2.0,1,0,60.8,83.1,0,3.9,65.5,2,5,1,1,12.5
STU0481,7.06,1,3,1,72.2,4.4,1,0,77.7,57.5,0,2.7,55.8,1,2,0,0,0.0
STU0482,6.15,1,1,0,90.3,1.8,1,1,74.6,62.5,0,3.5,87.5,1,2,0,0,0.0
STU0483,5.43,0,2,2,48.9,3.7,1,0,62.5,60.5,0,3.5,99.1,1,6,1,0,0.0
